Article,Page count,,,,,Article IDs from already invoiced,Invoiced month
,,#N/A,,,,bmjspcare-2017-001413,Invoiced in Aug 2017
,,#N/A,,,,bmjstel-2017-000221,Invoiced in Aug 2017
,,#N/A,,,,bmjstel-2017-000242,Invoiced in Aug 2017
,,#N/A,,,,bmjstel-2017-000244,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2016-110585,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110720,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110726,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110729,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110751,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110761,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110772,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110775,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110787,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110791,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110792,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110801,Invoiced in Aug 2017
,,#N/A,,,,ebmed-2017-110802,Invoiced in Aug 2017
,,#N/A,,,,ebmental-2017-102654,Invoiced in Aug 2017
,,#N/A,,,,ebmental-2017-102732,Invoiced in Aug 2017
,,#N/A,,,,ebmental-2017-102757,Invoiced in Aug 2017
,,#N/A,,,,ebnurs-2016-102516,Invoiced in Aug 2017
,,#N/A,,,,ebnurs-2016-102537,Invoiced in Aug 2017
,,#N/A,,,,ebnurs-2017-102741,Invoiced in Aug 2017
,,#N/A,,,,ebnurs-2017-102742,Invoiced in Aug 2017
,,#N/A,,,,ebnurs-2017-102769,Invoiced in Aug 2017
,,#N/A,,,,ebnurs-2017-102775,Invoiced in Aug 2017
,,#N/A,,,,ebnurs-2017-102782,Invoiced in Aug 2017
,,#N/A,,,,edpract-2016-310648,Invoiced in Aug 2017
,,#N/A,,,,edpract-2016-311557,Invoiced in Aug 2017
,,#N/A,,,,edpract-2016-311787,Invoiced in Aug 2017
,,#N/A,,,,edpract-2016-312065,Invoiced in Aug 2017
,,#N/A,,,,edpract-2017-312645,Invoiced in Aug 2017
,,#N/A,,,,edpract-2017-312839,Invoiced in Aug 2017
,,#N/A,,,,edpract-2017-313068,Invoiced in Aug 2017
,,#N/A,,,,edpract-2017-313123,Invoiced in Aug 2017
,,#N/A,,,,edpract-2017-313491,Invoiced in Aug 2017
,,#N/A,,,,edpract-2017-313496,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2016-001163,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001205,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001222,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001239,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001253,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001262,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001264,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001267,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001276,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001282,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001284,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001286,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001293,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001305,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001311,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001326,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001334,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001347,Invoiced in Aug 2017
,,#N/A,,,,ejhpharm-2017-001362,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-205754,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-205846,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-205998,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-206065,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-206199,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-206330,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-206444,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-206531,Invoiced in Aug 2017
,,#N/A,,,,emermed-2016-206546,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206625,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206634,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206695,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206727,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206762,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206809,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206812,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206856,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-206869,Invoiced in Aug 2017
,,#N/A,,,,emermed-2017-207042,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000187,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000218,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000219,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000227,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000231,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000234,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000236,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000239,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000240,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000241,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000245,Invoiced in Aug 2017
,,#N/A,,,,esmoopen-2017-000249,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2016-311265,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2016-311709,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2016-311790,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2016-311964,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2016-311999,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2016-312006,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-312615,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-312635,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-312744,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-312766,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-312808,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-312916,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-313039,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-313114,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-313331,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-313332,Invoiced in Aug 2017
,,#N/A,,,,fetalneonatal-2017-313378,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100813,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100832,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100835,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100838,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100842,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100844,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100849,Invoiced in Aug 2017
,,#N/A,,,,flgastro-2017-100877,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-312230,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-313157,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-313341,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-313458,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-313466,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-313598,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-313677,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2016-reviewers,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-313874,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-313896,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314109,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314195,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314225,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314240,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314290,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314307,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314324,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314408,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314418,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314461,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314506,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314548,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314593,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314607,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314660,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314727,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314740,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314759,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314792,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314862,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314884,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314913,Invoiced in Aug 2017
,,#N/A,,,,gutjnl-2017-314954,Invoiced in Aug 2017
,,#N/A,,,,heartasia-2016-010864,Invoiced in Aug 2017
,,#N/A,,,,heartasia-2017-010905,Invoiced in Aug 2017
,,#N/A,,,,heartasia-2017-010909,Invoiced in Aug 2017
,,#N/A,,,,heartasia-2017-010914,Invoiced in Aug 2017
,,#N/A,,,,heartasia-2017-010929,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2016-310281,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2016-310391,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2016-310620,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2016-310729,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2016-310819,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2016-310850,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2016-310970,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311429,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311430,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311435,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311508,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311536,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311579,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311598,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311606,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311620,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311638,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311647,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311652,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311688,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311695,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311734,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311750,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311751,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311760,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311771,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311776,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311800,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311818,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311876,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311921,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-311936,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-312004,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-312078,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-312081,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-312112,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-312119,Invoiced in Aug 2017
,,#N/A,,,,heartjnl-2017-312124,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2016-042179,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2016-042261,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2016-042274,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2016-042276,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042340,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042343,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042351,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042371,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042373,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042393,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042396,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042397,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042399,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042430,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042449,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042481,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042504,Invoiced in Aug 2017
,,#N/A,,,,injuryprev-2017-042507,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204430,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204481,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204501,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204503,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204506,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204524,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204535,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204548,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204558,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204562,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204573,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204579,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204580,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204592,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204607,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204616,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204617,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204621,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204627,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204638,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204639,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204643,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204644,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204651,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204670,Invoiced in Aug 2017
,,#N/A,,,,jclinpath-2017-204686,Invoiced in Aug 2017
,,#N/A,,,,jech-2016-208556,Invoiced in Aug 2017
,,#N/A,,,,jech-2016-208601,Invoiced in Aug 2017
,,#N/A,,,,jech-2016-208606,Invoiced in Aug 2017
,,#N/A,,,,jech-2016-208652,Invoiced in Aug 2017
,,#N/A,,,,jech-2016-208674,Invoiced in Aug 2017
,,#N/A,,,,jech-2016-208706,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209087,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209105,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209119,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209129,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209165,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209179,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209197,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209201,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209207,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209266,Invoiced in Aug 2017
,,#N/A,,,,jech-2017-209841,Invoiced in Aug 2017
,,#N/A,,,,jfprhc-2017-101735,Invoiced in Aug 2017
,,#N/A,,,,jfprhc-2017-101741,Invoiced in Aug 2017
,,#N/A,,,,jfprhc-2017-101864,Invoiced in Aug 2017
,,#N/A,,,,jfprhc-2017-101881,Invoiced in Aug 2017
,,#N/A,,,,jim-2017-000453,Invoiced in Aug 2017
,,#N/A,,,,jim-2017-000468,Invoiced in Aug 2017
,,#N/A,,,,jim-2017-000485,Invoiced in Aug 2017
,,#N/A,,,,jim-2017-000495,Invoiced in Aug 2017
,,#N/A,,,,jim-2017-000520,Invoiced in Aug 2017
,,#N/A,,,,jim-2017-000521,Invoiced in Aug 2017
,,#N/A,,,,jim-2017-000573,Invoiced in Aug 2017
,,#N/A,,,,jisakos-2016-000082,Invoiced in Aug 2017
,,#N/A,,,,jisakos-2016-000100,Invoiced in Aug 2017
,,#N/A,,,,jisakos-2017-000135,Invoiced in Aug 2017
,,#N/A,,,,jisakos-2017-000142,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104519,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104542,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104586,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104588,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104632,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104670,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104704,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104721,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104765,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104780,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104811,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104837,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104854,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104875,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104885,Invoiced in Aug 2017
,,#N/A,,,,jmedgenet-2017-104924,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2016-313960,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2016-314490,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2016-314697,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2016-315325,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2016-315480,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2016-315500,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-315721,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-315813,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316011,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316071,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316142,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316174,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316201,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316209,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316225,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316236,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316290,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316304,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316359,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316427,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316436,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316448,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316510,Invoiced in Aug 2017
,,#N/A,,,,jnnp-2017-316519,Invoiced in Aug 2017
,,#N/A,,,,jramc-2016-000703,Invoiced in Aug 2017
,,#N/A,,,,jramc-2016-000752,Invoiced in Aug 2017
,,#N/A,,,,jramc-2017-000766,Invoiced in Aug 2017
,,#N/A,,,,jramc-2017-000777,Invoiced in Aug 2017
,,#N/A,,,,jramc-2017-000788,Invoiced in Aug 2017
,,#N/A,,,,jramc-2017-000811,Invoiced in Aug 2017
,,#N/A,,,,jramc-2017-000834,Invoiced in Aug 2017
,,#N/A,,,,jramc-2017-000837,Invoiced in Aug 2017
,,#N/A,,,,jramc-2017-000838,Invoiced in Aug 2017
,,#N/A,,,,leader-2017-000006,Invoiced in Aug 2017
,,#N/A,,,,leader-2017-000007,Invoiced in Aug 2017
,,#N/A,,,,leader-2017-000011,Invoiced in Aug 2017
,,#N/A,,,,leader-2017-000014,Invoiced in Aug 2017
,,#N/A,,,,leader-2017-000016,Invoiced in Aug 2017
,,#N/A,,,,leader-2017-000017,Invoiced in Aug 2017
,,#N/A,,,,lupus-2017-000229,Invoiced in Aug 2017
,,#N/A,,,,lupus-2017-000236,Invoiced in Aug 2017
,,#N/A,,,,medethics-2015-103334,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103392,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103607,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103637,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103724,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103726,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103778,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103867,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103902,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103909,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103970,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-103996,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-104003,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-104018,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-104088,Invoiced in Aug 2017
,,#N/A,,,,medethics-2016-104125,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104188,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104249,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104251,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104253,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104260,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104299,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104363,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104374,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104436,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104445,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104470,Invoiced in Aug 2017
,,#N/A,,,,medethics-2017-104492,Invoiced in Aug 2017
,,#N/A,,,,medhum-2016-011179,Invoiced in Aug 2017
,,#N/A,,,,medhum-2017-011233,Invoiced in Aug 2017
,,#N/A,,,,medhum-2017-011265,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013092,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013178,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013198,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013223,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013224,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013226,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013233,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013264,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013265,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013284,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013293,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013310,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013318,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013319,Invoiced in Aug 2017
,,#N/A,,,,neurintsurg-2017-013326,Invoiced in Aug 2017
,,#N/A,,,,oemed-2016-104100,Invoiced in Aug 2017
,,#N/A,,,,oemed-2016-104111,Invoiced in Aug 2017
,,#N/A,,,,oemed-2016-104258,Invoiced in Aug 2017
,,#N/A,,,,oemed-2016-104279,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104308,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104371,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104375,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104384,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104421,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104422,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104431,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104441,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104458,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104511,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104531,Invoiced in Aug 2017
,,#N/A,,,,oemed-2017-104570,Invoiced in Aug 2017
,,#N/A,,,,openhrt-2017-000608,Invoiced in Aug 2017
,,#N/A,,,,openhrt-2017-000620,Invoiced in Aug 2017
,,#N/A,,,,openhrt-2017-000626,Invoiced in Aug 2017
,,#N/A,,,,openhrt-2017-000639,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2016-134341,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2016-134603,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2016-134683,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-134801,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-134868,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-134931,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-134984,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-135006,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-135045,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-135088,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-135115,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-135169,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-135203,Invoiced in Aug 2017
,,#N/A,,,,postgradmedj-2017-135204,Invoiced in Aug 2017
,,#N/A,,,,practneurol-2016-001494,Invoiced in Aug 2017
,,#N/A,,,,practneurol-2017-001610,Invoiced in Aug 2017
,,#N/A,,,,practneurol-2017-001640,Invoiced in Aug 2017
,,#N/A,,,,practneurol-2017-001653,Invoiced in Aug 2017
